Model,posted_at,Asking,Engine: ,Year,Length,Beam,Draft,Location,Material,Hull,Type,Rigging,Cabins,Condition
Beneteau Oceanis 46,08-Oct-2014,"$269,000",2 diesel inboard,2008,46',13.9',5.8',Outside United States,fiberglass,monohull,other,masthead sloop,2.0,excellent
Apprenticeshop Muscongus Bay Sloop,08-Oct-2014,"$6,500",,73,21',7',2.5',New York,wood,monohull,daysailer,masthead sloop,1.0,good
Island Packet 40,24-May-2019,"$149,000",1 diesel inboard,1996,41.5',12.92',4.67',South Carolina,fiberglass,monohull,cruiser,cutter,3.0,good
Whitehall Spirit Sailing Row Boat w/slide seat,24-May-2019,"$15,000",0 other inboard,2010,14',4',',Kansas,wood,monohull,dinghy,other,0.0,excellent
Cape Dory CD 27,24-May-2019,"$6,900",1 diesel inboard,1978,27'1',8'6',',Massachusetts,fiberglass,monohull,cruiser,,,excellent
Nickels Lightning,23-May-2019,"$10,000",,2007,19',',',New York,fiberglass,monohull,dinghy,,,excellent
AMF Trac II,23-May-2019,$950,,1984,16',',2',Wisconsin,fiberglass,catamaran,other,masthead sloop,,fair
Vanguard Nomad 17,23-May-2019,"$6,800",1 other outboard,2005,17',8',4.5',Florida,fiberglass,monohull,dinghy,fractional sloop,0.0,excellent
Wittholz Corvus,23-May-2019,"$3,509",,1999,15',8',1',New York,wood,monohull,other,cat boat,1.0,good
O'Day Sloop,23-May-2019,"$7,000",1 diesel inboard,1974,27',9',4',Massachusetts,fiberglass,monohull,cruiser,,,excellent
Fortuna Island Spirit 401 catamaran,23-May-2019,"$255,000",2 diesel inboard,2008,40',22.6',3.6',Outside United States,fiberglass,catamaran,cruiser,,3.0,excellent
Ranger 33,23-May-2019,"$9,600",1 gas inboard,,33',10',4.9',Virginia,fiberglass,monohull,cruiser,schooner,2.0,excellent
SOLD Formosa 47 Cutter Rigged ,23-May-2019,"$15,000",1 diesel inboard,1982,47',14',7.2',Outside United States,fiberglass,monohull,cruiser,ketch,3.0,project boat
J Boats J/27,22-May-2019,"$10,000",1 gas inboard,1985,27',',5',Louisiana,fiberglass,monohull,racer,fractional sloop,,good
Island Trader Ketch,22-May-2019,"$15,900",1 diesel inboard,1981,38',12',4.5',Florida,fiberglass,monohull,cruiser,,,project boat
Dufour 12000 CT Pilothouse Ketch,22-May-2019,"$99,000",1 diesel inboard,1980,45',13',6.8',Outside United States,fiberglass,monohull,motorsailer,ketch,3.0,excellent
Jensen MarineCal Boats CAL29-2,22-May-2019,"$22,000",1 diesel inboard,1975,29',9' 3',4' 6',Outside United States,fiberglass,monohull,racer/cruiser,,2.0,good
Pearson P30,21-May-2019,"$8,000",1 gas inboard,1976,29'9'',9'6'',5'',South Dakota,fiberglass,monohull,cruiser,masthead sloop,,good
Hunter Cutter,21-May-2019,"$29,500",1 diesel inboard,1985,37',11'10',4',California,fiberglass,monohull,daysailer,cutter,1.0,good
Hobie Miracle,21-May-2019,"$3,500", gas inboard,2003,20',',',California,fiberglass,catamaran,,,,excellent
Mirror Dinghy ,21-May-2019,"$1,495",,2003,10'',4',2',Minnesota,fiberglass,monohull,dinghy,other,0.0,excellent
j boats J24,21-May-2019,"$4,500",1 gas outboard,1977,24',8.8',4',Connecticut,fiberglass,monohull,racer,fractional sloop,1.0,good
FA Baay Corinthian Yacht Club sloop,21-May-2019,"$6,500",,1951,23',7',1',New York,wood,monohull,daysailer,fractional sloop,0.0,good
Grampian 1976,21-May-2019,"$7,000",1 gas outboard,1976,26',8'3',3'',Outside United States,fiberglass,monohull,cruiser,masthead sloop,1.0,excellent
Vanguard 15,21-May-2019,"$2,500",,2002,15',',',Pennsylvania,fiberglass,monohull,racer,,,good
Laser Laser Radial,20-May-2019,"$4,700",,2012,13.88',4.67',',Massachusetts,fiberglass,monohull,dinghy,other,0.0,excellent
Catalina 30,20-May-2019,"$6,000",1 diesel inboard,1982,30',10'',"4'6""'",North Carolina,fiberglass,monohull,motorsailer,masthead sloop,1.0,good
Meritt Meritt  22,20-May-2019,"$7,000",1 gas outboard,1983,22',8',',California,fiberglass,monohull,racer,masthead sloop,,good
Hunter 25.5 Sloop Diesel,20-May-2019,"$4,950",1 diesel inboard,1985,26',9.1',4.5',Florida,fiberglass,monohull,cruiser,fractional sloop,1.0,good
Catalina Seattee,20-May-2019,"$4,900",1 gas outboard,1973,27',8',5',Massachusetts,fiberglass,monohull,motorsailer,masthead sloop,1.0,good
Laser Performance 420,20-May-2019,"$4,250",,2011,15',',',New York,fiberglass,monohull,dinghy,,,good
JEANNEAU SUN ODESSEY 54 DS,20-May-2019,"$190,000",1 diesel inboard,2006,54'11',15' 1',7' 6',Outside United States,fiberglass,monohull,cruiser,,4.0,good
Morgan Morgan 30,19-May-2019,"$9,500",1 gas inboard,1969,30',',3.5',Georgia,fiberglass,monohull,cruiser,,1.0,good
Beneteau First 44.7,19-May-2019,"$169,000",1 diesel inboard,2005,44',13',6.8',Texas,fiberglass,monohull,racer/cruiser,fractional sloop,3.0,excellent
Columbia Sail boat,19-May-2019,"$15,000",1 diesel inboard,1977,29',10',4.5',Massachusetts,fiberglass,monohull,cruiser,,,good
Dyer Midget,19-May-2019,"$1,000",,1974,7'11'',',',Florida,fiberglass,monohull,dinghy,fractional sloop,,excellent
Vanguard Nomad,19-May-2019,"$7,100",1 gas outboard,2006,17',',',Massachusetts,fiberglass,monohull,dinghy,,,good
Tartan T-34,19-May-2019,"$55,000",1 diesel inboard,1985,34',11',',Ohio,fiberglass,monohull,racer/cruiser,masthead sloop,,good
Hunter 31,19-May-2019,"$12,900", diesel inboard,1984,31'4',10.9',5.4',Ohio,fiberglass,monohull,cruiser,masthead sloop,,good
Jeanneau Sun Fizz,18-May-2019,"$47,500",1 diesel inboard,1983,39',12',4-6',Outside United States,fiberglass,monohull,racer/cruiser,masthead sloop,3.0,good
hollywood vancouver spray 44,17-May-2019,"$55,000",1 diesel inboard,1985,44',15',4',Outside United States,fiberglass,monohull,cruiser,ketch,3.0,good
Catalina 30,16-May-2019,"$15,900",1 gas inboard,1983,30',11',5.5',Michigan,fiberglass,monohull,cruiser,masthead sloop,,good
C L Boatworks Sandpiper,16-May-2019,"$4,800",1 gas outboard,,18.6',',',Michigan,fiberglass,monohull,racer/cruiser,masthead sloop,1.0,excellent
Sabre Series II,16-May-2019,"$5,900",1 gas inboard,1973,28.5',9.5',4',Maryland,fiberglass,monohull,cruiser,schooner,1.0,good
J Boats J 29 MHIB,15-May-2019,"$23,900",1 diesel inboard,1985,29',11',5.5',California,fiberglass,monohull,racer/cruiser,masthead sloop,1.0,excellent
Gulfstar Hirsh Gulfstar 45 Hirsh,15-May-2019,"$31,500",1 diesel inboard,1985,45',14',6',Michigan,fiberglass,monohull,cruiser,masthead sloop,3.0,project boat
Com-pac 16-2,14-May-2019,"$3,800",1 other outboard,1987,16',6',2.5',California,fiberglass,monohull,daysailer,fractional sloop,1.0,good
Hunter 386,14-May-2019,"$76,000",1 diesel inboard,2003,38',12.58',5.00',Wisconsin,fiberglass,monohull,cruiser,fractional sloop,2.0,excellent
Pacific Seacraft Crealock 34,14-May-2019,"$99,500",1 diesel inboard,1996,34',10',4'11',Florida,fiberglass,monohull,cruiser,masthead sloop,2.0,excellent
CATALINA ,14-May-2019,"$2,900", diesel inboard,1984,27',',',New York,fiberglass,monohull,other,,,good
Prindle 18,13-May-2019,$500,,1984,18',8',1',North Carolina,fiberglass,catamaran,other,fractional sloop,0.0,good
penobscot 14,13-May-2019,"$6,450",,2014,14',',',Colorado,wood,monohull,daysailer,,0.0,excellent
Beneteau 423,13-May-2019,"$164,000",1 gas inboard,2007,42',12.11',4.9',Outside United States,fiberglass,monohull,cruiser,schooner,2.0,excellent
Berthon Gauntlet,13-May-2019,"$130,000",1 diesel inboard,1936,47',12',7',Outside United States,wood,monohull,cruiser,ketch,3.0,excellent
Cheoy Lee Luder 36,12-May-2019,"$22,000",1 diesel inboard,1972,36',10.5',5.3',Maryland,fiberglass,monohull,cruiser,masthead sloop,2.0,good
TPI J29 8537,12-May-2019,"$12,000",1 gas outboard,1983,29.5',11',5.6',California,fiberglass,monohull,racer,fractional sloop,1.0,fair
Schock Harbor 20,12-May-2019,"$30,000",1 other inboard,2017,20',7',4',Maryland,fiberglass,monohull,daysailer,other,,excellent
JBoat J70,12-May-2019,"$42,000",1 gas outboard,2013,23.7',',',Illinois,fiberglass,monohull,racer,masthead sloop,,excellent
Catalina Capri 14.2,11-May-2019,"$2,750",,1989,14',',',California,fiberglass,monohull,daysailer,,,excellent
Catalina Catalina 27,11-May-2019,"$6,000",1 gas inboard,1983,27',9',4',Wisconsin,fiberglass,monohull,cruiser,masthead sloop,1.0,good
O'Day 280,10-May-2019,"$16,900",1 diesel inboard,1989,28',9',3',Rhode Island,fiberglass,monohull,daysailer,masthead sloop,0.0,excellent
J BOATS J/35,10-May-2019,"$29,950",1 other inboard,1983,35',11',7',Indiana,fiberglass,monohull,racer/cruiser,masthead sloop,2.0,excellent
Catalina Sloop,10-May-2019,"$8,550", diesel inboard,1985,27',8'10',4',New Jersey,fiberglass,monohull,cruiser,,,excellent
Creekmore Lee Creekmore 34,10-May-2019,"$22,000",1 diesel inboard,1982,34',11.5',5',Florida,fiberglass,monohull,cruiser,cutter,3.0,good
Pearson Vanguard,08-May-2019,"$10,000",1 diesel inboard,1964,32.6',9.2',4.6',Maine,fiberglass,monohull,cruiser,masthead sloop,,good
Hutchens Compac16,08-May-2019,"$3,500", gas outboard,1979,16',6',1.5',Alabama,fiberglass,monohull,daysailer,masthead sloop,1.0,good
Hunter Legend,19-Jan-2022,"$18,000",1 diesel inboard,1988,35.5',11',4.6',Florida,fiberglass,monohull,cruiser,fractional sloop,2.0,good
Hunter 33,08-May-2019,"$10,000",1 diesel inboard,1980,33',10'1',3'6',New York,fiberglass,monohull,cruiser,,,good
Catalina Catalina 25,08-May-2019,"$4,500",1 gas outboard,1981,25',8',4',New York,fiberglass,monohull,cruiser,masthead sloop,2.0,good
tillotson J-22,07-May-2019,"$8,000",,1988,22',8',3.8',Alabama,fiberglass,monohull,racer,fractional sloop,,excellent
Ericson Sail,07-May-2019,"$4,000",1 gas inboard,1980,25',8',3.8',Michigan,fiberglass,monohull,cruiser,fractional sloop,2.0,excellent
J Boats 95,06-May-2019,"$121,500",1 diesel inboard,2012,31',10',5'8',Connecticut,fiberglass,monohull,racer/cruiser,fractional sloop,1.0,excellent
Catalina Tall Rig,05-May-2019,"$10,890",1 gas inboard,1985,27',8',4',Maryland,fiberglass,monohull,daysailer,masthead sloop,1.0,excellent
Herreshoff Herreshoff America,05-May-2019,"$24,000",  inboard,1976,18',7',2',Massachusetts,fiberglass,monohull,daysailer,cat boat,1.0,excellent
Nickels Lightning 15504,05-May-2019,"$18,500",1 other outboard,2013,19',6',4',Michigan,fiberglass,monohull,daysailer,,,excellent
Lagoon 37,04-May-2019,"$135,000",2 diesel inboard,1997,37',20',4',Georgia,fiberglass,catamaran,cruiser,,3.0,good
Supercat 20 foot,04-May-2019,"$5,500", gas inboard,1987,20',12',3',Michigan,fiberglass,catamaran,other,other,,excellent
Pearson Wanderer 30ft,04-May-2019,"$10,000", diesel inboard,1969,30',9.6',3.57',Florida,fiberglass,monohull,racer/cruiser,masthead sloop,,excellent
Westsail 1974,09-Jun-2012,"$45,000",1 diesel inboard,1974,32',11',5.6',Outside United States,fiberglass,monohull,cruiser,cutter,1.0,excellent
Marieholm International Folkboat,08-Jun-2012,"$3,000",1 gas outboard,1971,26',7.5',4',California,fiberglass,monohull,,fractional sloop,1.0,good
GERMAN FRERS 48,08-Jun-2012,"$75,000",1 diesel inboard,1985,49',13.71',6.89',Outside United States,aluminum,monohull,racer/cruiser,masthead sloop,2.0,good
Catalina ,07-Jun-2012,"$8,500", gas inboard,,27',',',Oklahoma,fiberglass,monohull,cruiser,masthead sloop,,good
LANCER LANCER 25,07-Jun-2012,"$3,000",1 gas outboard,1978,25',8',4.5',Mississippi,fiberglass,monohull,cruiser,masthead sloop,2.0,good
DS 22 DS 22,07-Jun-2012,"$6,500",1 gas outboard,1984,22',',2.2',Outside United States,fiberglass,monohull,cruiser,masthead sloop,1.0,excellent
Columbia Saber,07-Jun-2012,"$6,900",1 gas outboard,1976,32.5',6.5',4.3',Wisconsin,fiberglass,monohull,,fractional sloop,1.0,excellent
Clark San Juan 21,07-Jun-2012,"$3,500",1 gas outboard,1979,21',',4',Illinois,fiberglass,monohull,,,1.0,good
Jeanneau 39ds,06-Jun-2012,"$184,000",1 diesel inboard,2007,39',13',4.11',Florida,fiberglass,monohull,other,ketch,2.0,excellent
Micro Micro Jumper 550 Super,06-Jun-2012,"$9,000",,2009,18',8',6.3',,fiberglass,monohull,cruiser,scow,1.0,excellent
Garry Mull Fox,05-Jun-2012,"$12,000",1 gas outboard,80,26.75',7.9',3.1',Outside United States,fiberglass,monohull,other,fractional sloop,2.0,good
 San Juan 24,05-Jun-2012,"$13,000", gas inboard,,24',',',Outside United States,fiberglass,monohull,,,,
S2 6.8,04-Jun-2012,"$4,500",1 gas outboard,1979,22',8',2',Michigan,fiberglass,monohull,cruiser,fractional sloop,,good
Hinterhoeller Yachts Nonsuch 26 Classic,04-Jun-2012,"$48,000",1 diesel inboard,1985,26',"10'6""'","4'6""'",Alabama,fiberglass,monohull,other,cat boat,,good
venture 24,03-Jun-2012,"$3,500", gas outboard,1972,24',6',5',Ohio,fiberglass,monohull,daysailer,masthead sloop,,good
Dyer Boat Company Dyer Dink,03-Jun-2012,"$2,200", gas inboard,1990,10',4',2',California,fiberglass,monohull,daysailer,other,,excellent
BAYFIELD 29,03-Jun-2012,"$30,000",1 diesel inboard,1989,29',10',3.5',Outside United States,fiberglass,monohull,cruiser,cutter,,excellent
Catalina 36 MKII,02-Jun-2012,"$94,900",1 diesel inboard,2000,36',12',4.5',South Carolina,fiberglass,monohull,cruiser,masthead sloop,3.0,excellent
Catalina Sailboat,02-Jun-2012,"$1,500",0  inboard,1979,22',',',Mississippi,fiberglass,monohull,motorsailer,other,1.0,good
roger simpson woodwind catarmaran,01-Jun-2012,"$40,000",2 gas outboard,1993,34',18',3',Texas,other,monohull,cruiser,,2.0,fair
Catalina ,31-May-2012,"$9,500",1 diesel inboard,1984,27',"8'10""'",4',Ohio,fiberglass,monohull,cruiser,,,good
O'Day 22,31-May-2012,"$2,900",1 gas outboard,1976,22',7'9',1'11',Virginia,fiberglass,monohull,cruiser,masthead sloop,1.0,good
Catalina 250 WB,30-May-2012,"$12,000",1 gas outboard,2001,25',8.5',5',New York,fiberglass,monohull,cruiser,,1.0,excellent
Island Packet IP420,29-May-2012,"$319,000",1 diesel inboard,2000,44',14',5',Alabama,fiberglass,monohull,motorsailer,cutter,2.0,excellent
hobie 14,29-May-2012,"$4,000", other inboard,2010,15',10',5',Outside United States,fiberglass,catamaran,daysailer,cat boat,0.0,good
catalina standard 27,29-May-2012,"$4,200",1 gas outboard,1977,',',',Maryland,fiberglass,monohull,,,1.0,good
Laser Radial,29-May-2012,"$6,300",,2011,',',',Outside United States,fiberglass,monohull,dinghy,,,excellent
Marine Concepts Sea Pearl 21,28-May-2012,"$14,000", gas outboard,2007,21',5.5',0.5',Virginia,fiberglass,monohull,daysailer,,,excellent
Catalina Capri,28-May-2012,"$3,500",1 gas outboard,1990,16',6'11',2'5',Illinois,fiberglass,monohull,daysailer,fractional sloop,1.0,good
NC Maritime Museum Watercraft Center in Beaufort NC ,28-May-2012,"$7,500",,2011,14',5',1  3',Virginia,wood,monohull,daysailer,,0.0,new
TILLOTSON-PEARSON J-28,28-May-2012,"$31,500",1 diesel inboard,1987,28',10',5',Ohio,fiberglass,monohull,,fractional sloop,2.0,excellent
Chrysler 22,28-May-2012,"$4,500",1 gas outboard,1977,22',"7'9""'",',Michigan,fiberglass,monohull,cruiser,masthead sloop,,good
Hunter 19,27-May-2012,"$7,900",1 gas outboard,1994,19',7.9',2',Mississippi,fiberglass,monohull,cruiser,masthead sloop,1.0,excellent
Catalina 400,27-May-2012,"$174,000",1 diesel inboard,1999,40',13.5',6.75',California,fiberglass,monohull,racercruiser,masthead sloop,2.0,excellent
Cape Dory 25,26-May-2012,"$7,500",1 gas outboard,1975,25',7',3',Wisconsin,fiberglass,monohull,cruiser,masthead sloop,1.0,excellent
Lagoon 420,26-May-2012,"$465,000",2 diesel inboard,2008,42',25',4'2',Florida,fiberglass,catamaran,cruiser,cutter,4.0,excellent
 J24,26-May-2012,"$10,000",1 gas outboard,1981,24',',',Connecticut,fiberglass,monohull,,masthead sloop,1.0,
Islander Yachts USA Islander Bahama 30,26-May-2012,"$28,000",1 diesel inboard,1984,29.92',10.00',4.98',,fiberglass,monohull,cruiser,,,fair
hunter 26,25-May-2012,"$13,900", gas outboard,95,26',9',18',Washington,fiberglass,monohull,other,fractional sloop,,excellent
Catalina Catalina 30,25-May-2012,"$29,500",1 diesel inboard,1984,30',10',5',Massachusetts,fiberglass,monohull,daysailer,masthead sloop,1.0,good
GIB SEA 43,25-May-2012,"$75,000", diesel inboard,2002,',',',,fiberglass,monohull,daysailer,,3.0,excellent
ericson ,24-May-2012,"$45,000",1 diesel inboard,1988,33',',',Hawaii,fiberglass,monohull,cruiser,masthead sloop,1.0,excellent
COBO VELINE II,24-May-2012,"$33,000",1 diesel inboard,1977,30',10',5',Florida,steel,monohull,cruiser,masthead sloop,1.0,good
JG Marine National 10,23-May-2012,"$1,750",,1974,10',5.5',.5',North Carolina,fiberglass,monohull,dinghy,cat boat,,excellent
Hunter Marine Hunter 216,22-May-2012,"$10,900",1 gas outboard,2005,21.6',7' 11',1'',Outside United States,composite,monohull,daysailer,fractional sloop,0.0,excellent
Hunter 340,20-May-2012,"$66,900",1 gas inboard,2000,34',11' 8',4' 6',Mississippi,fiberglass,monohull,cruiser,cutter,,excellent
Jeanneau Sun Odyssey,20-May-2012,"$115,000",1 diesel inboard,2004,35',11.5',',Georgia,fiberglass,monohull,cruiser,masthead sloop,2.0,good
Pacific Seacraft Flicka,19-May-2012,"$29,000",1 diesel inboard,1991,20',8',3'3''',Texas,fiberglass,monohull,cruiser,masthead sloop,1.0,good
Solaris Solaris 42,19-May-2012,"$180,000",2 diesel inboard,1975,42',17.9',3.6',Outside United States,fiberglass,catamaran,other,ketch,4.0,excellent
coronado coronado 23,17-May-2012,$900,1 gas outboard,1978,23',7.11',1.11',Massachusetts,fiberglass,monohull,cruiser,masthead sloop,1.0,fair
scampi mark IV,16-May-2012,"$10,000",1 diesel inboard,1974,30',9.5',5.2',New Hampshire,fiberglass,monohull,,masthead sloop,2.0,good
South Coast Seacraft ,16-May-2012,"$1,000",0 gas inboard,77,22',',',Ohio,fiberglass,monohull,cruiser,,1.0,project boat
catalina 30 TallRig,16-May-2012,"$22,000",1 diesel inboard,1983,30',11',"5'3""'",Maryland,fiberglass,monohull,cruiser,masthead sloop,2.0,excellent
Ericson 32,16-May-2012,"$18,000",1 gas inboard,1978,31.7',9.5',5',Maine,fiberglass,monohull,cruiser,masthead sloop,2.0,good
Hunter 25,16-May-2012,"$6,000",1 gas outboard,1975,25',8.5',2.9',North Carolina,fiberglass,monohull,racercruiser,masthead sloop,1.0,good
ALUBOAT BLEU BLANC 40,15-May-2012,"$165,000",1 diesel inboard,1999,41',13',4',,aluminum,monohull,cruiser,masthead sloop,3.0,good
Beneteau 40,15-May-2012,"$210,000",1 diesel inboard,2009,40',12.10',5',Texas,fiberglass,monohull,cruiser,masthead sloop,2.0,excellent
Catalina C27,15-May-2012,"$6,500",1 gas outboard,1975,27',9',4.5',Michigan,fiberglass,monohull,cruiser,,,good
Freedom 29',14-May-2012,"$15,000",1 diesel inboard,1985,29',10.1',5.8',Illinois,fiberglass,monohull,cruiser,other,2.0,good
Canadian Sail ,13-May-2012,"$6,500",1 diesel inboard,1977,27',9' 4',5'2',Louisiana,fiberglass,monohull,,other,1.0,good
columbia 40,13-May-2012,"$22,000",1 diesel inboard,1965,40',10.8',4.5',Maryland,fiberglass,monohull,racercruiser,masthead sloop,2.0,good
Charlie Capelle 33' Ultra-Peformance Catamaran,13-May-2012,"$135,000",1 gas outboard,2013,33',34',3',Rhode Island,composite,catamaran,racer,fractional sloop,0.0,excellent
Irwin Sloop,13-May-2012,"$55,000",1 diesel inboard,1978,37',11',4',Outside United States,fiberglass,monohull,cruiser,fractional sloop,2.0,excellent
kells ,13-May-2012,"$2,500",1 gas outboard,1975,23',6',1.5',Maine,fiberglass,monohull,cruiser,,1.0,fair
Goderich Brewer Huromic 35,11-May-2012,"$39,000",1 diesel inboard,1986,35'8',11'6',4' 9',New York,steel,monohull,cruiser,cutter,2.0,good
Hunter Legend 35,10-May-2012,"$52,000",1 gas inboard,1988,35.5',11.9',4.6',Florida,fiberglass,monohull,racercruiser,,2.0,excellent
Gib Sea 3 cabins 9.6,10-May-2012,"$39,900",1 diesel inboard,1985,31'2',10'10',5'7',Outside United States,fiberglass,monohull,cruiser,ketch,3.0,excellent
MacGregor 22,10-May-2012,"$4,000",1 gas outboard,1986,22',',',Michigan,fiberglass,monohull,daysailer,masthead sloop,4.0,good
Ron Holland 1/2 Tonner,09-May-2012,"$22,000",1 diesel inboard,1979,',10',6',Outside United States,fiberglass,monohull,,masthead sloop,2.0,excellent
owner built George Buehler,09-May-2012,"$39,900",1 diesel inboard,1988,38',9.5',5',Oregon,wood,monohull,cruiser,ketch,1.0,good
Clark San Juan,09-May-2012,"$1,000",1 gas outboard,1973,23',',',California,fiberglass,monohull,daysailer,other,1.0,project boat
Bristol Corsair,09-May-2012,"$1,800",,1967,25',8',3.5',North Carolina,fiberglass,monohull,cruiser,masthead sloop,2.0,good
Spencer Cutter Sloop,09-May-2012,"$55,000",1 diesel inboard,1973,42',11.5',6',,fiberglass,monohull,cruiser,cutter,1.0,excellent
Mirage 24,09-May-2012,"$5,000",1 gas outboard,1974,24',8' 5',4',Outside United States,fiberglass,monohull,,masthead sloop,2.0,good
Chrysler 22,07-May-2012,"$3,500",1 gas outboard,1977,22',7.75',4.92',Michigan,fiberglass,monohull,cruiser,masthead sloop,0.0,good
Beneteau oceanus,04-May-2021,"$59,000",1 diesel inboard,2009,31',11.9',4.9',South Carolina,fiberglass,monohull,cruiser,fractional sloop,2.0,good
Morgan M27,04-May-2021,"$5,900",1 gas outboard,1976,27',10',4.5',Connecticut,fiberglass,monohull,racer/cruiser,masthead sloop,2.0,good
Laser Performance Full Rig,04-May-2021,$500, gas inboard,1984,13.75',47',',New York,fiberglass,monohull,dinghy,,,project boat
Hunter 40.5,03-May-2021,"$75,000",1 diesel inboard,1994,40',13'5',4'10',Maryland,fiberglass,monohull,cruiser,masthead sloop,2.0,good
